Inventory,Budget Profit,Budget COGS,Budget Margin,Budget Sales,ProductId,Date,Product Type,Product,Type
486.0,20.0,10.0,30.0,40.0,13,07/01/10 00:00:00,Tea,Green Tea,Regular
540.0,20.0,30.0,70.0,100.0,5,08/01/10 00:00:00,Espresso,Caffe Mocha,Regular
571.0,-10.0,40.0,50.0,90.0,5,12/01/10 00:00:00,Espresso,Caffe Mocha,Regular
458.0,10.0,40.0,70.0,110.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
540.0,20.0,30.0,70.0,100.0,5,08/01/11 00:00:00,Espresso,Caffe Mocha,Regular
554.0,0.0,50.0,60.0,110.0,5,11/01/11 00:00:00,Espresso,Caffe Mocha,Regular
338.0,30.0,40.0,60.0,100.0,9,01/01/10 00:00:00,Herbal Tea,Lemon,Decaf
414.0,20.0,30.0,50.0,80.0,9,08/01/10 00:00:00,Herbal Tea,Lemon,Decaf
404.0,20.0,30.0,30.0,60.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
862.0,30.0,30.0,40.0,70.0,11,09/01/10 00:00:00,Tea,Darjeeling,Regular
862.0,40.0,30.0,60.0,90.0,11,11/01/10 00:00:00,Tea,Darjeeling,Regular
1156.0,100.0,140.0,150.0,290.0,7,05/01/10 00:00:00,Espresso,Regular Espresso,Regular
1245.0,100.0,140.0,150.0,290.0,7,06/01/10 00:00:00,Espresso,Regular Espresso,Regular
1304.0,100.0,130.0,150.0,280.0,7,07/01/11 00:00:00,Espresso,Regular Espresso,Regular
2580.0,230.0,220.0,340.0,560.0,2,11/01/10 00:00:00,Coffee,Columbian,Regular
456.0,70.0,50.0,90.0,140.0,13,01/01/10 00:00:00,Tea,Green Tea,Regular
449.0,90.0,80.0,120.0,200.0,13,02/01/11 00:00:00,Tea,Green Tea,Regular
562.0,120.0,90.0,150.0,240.0,13,06/01/11 00:00:00,Tea,Green Tea,Regular
2321.0,-240.0,150.0,-80.0,70.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
3385.0,-190.0,110.0,-60.0,50.0,5,11/01/10 00:00:00,Espresso,Caffe Mocha,Regular
2321.0,-240.0,150.0,-80.0,70.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular
1480.0,-80.0,160.0,-20.0,140.0,10,03/01/11 00:00:00,Herbal Tea,Mint,Decaf
821.0,120.0,100.0,150.0,250.0,11,01/01/10 00:00:00,Tea,Darjeeling,Regular
981.0,130.0,100.0,160.0,260.0,11,09/01/10 00:00:00,Tea,Darjeeling,Regular
809.0,120.0,100.0,150.0,250.0,11,02/01/11 00:00:00,Tea,Darjeeling,Regular
799.0,120.0,100.0,150.0,250.0,11,03/01/11 00:00:00,Tea,Darjeeling,Regular
777.0,120.0,90.0,150.0,240.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular
897.0,140.0,110.0,180.0,290.0,12,06/01/11 00:00:00,Tea,Earl Grey,Regular
1260.0,210.0,220.0,290.0,510.0,7,03/01/11 00:00:00,Espresso,Regular Espresso,Regular
-3534.0,360.0,60.0,390.0,450.0,2,12/01/10 00:00:00,Coffee,Columbian,Regular
-663.0,430.0,60.0,460.0,520.0,2,05/01/11 00:00:00,Coffee,Columbian,Regular
-3534.0,360.0,60.0,390.0,450.0,2,12/01/11 00:00:00,Coffee,Columbian,Regular
482.0,40.0,30.0,50.0,80.0,13,11/01/10 00:00:00,Tea,Green Tea,Regular
478.0,20.0,10.0,30.0,40.0,13,06/01/11 00:00:00,Tea,Green Tea,Regular
543.0,10.0,40.0,60.0,100.0,5,06/01/10 00:00:00,Espresso,Caffe Mocha,Regular
820.0,40.0,30.0,50.0,80.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular
862.0,40.0,30.0,60.0,90.0,11,11/01/11 00:00:00,Tea,Darjeeling,Regular
1091.0,100.0,150.0,160.0,310.0,7,04/01/10 00:00:00,Espresso,Regular Espresso,Regular
1319.0,80.0,150.0,140.0,290.0,7,12/01/10 00:00:00,Espresso,Regular Espresso,Regular
798.0,100.0,90.0,140.0,230.0,2,09/01/11 00:00:00,Coffee,Columbian,Regular
490.0,70.0,80.0,110.0,190.0,3,02/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
423.0,60.0,70.0,100.0,170.0,6,02/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
611.0,30.0,30.0,50.0,80.0,8,03/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
587.0,30.0,30.0,50.0,80.0,8,07/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
403.0,30.0,40.0,60.0,100.0,9,07/01/11 00:00:00,Herbal Tea,Lemon,Decaf
957.0,50.0,50.0,70.0,120.0,10,02/01/11 00:00:00,Herbal Tea,Mint,Decaf
838.0,40.0,30.0,60.0,90.0,11,05/01/10 00:00:00,Tea,Darjeeling,Regular
875.0,40.0,20.0,50.0,70.0,11,11/01/10 00:00:00,Tea,Darjeeling,Regular
875.0,40.0,20.0,50.0,70.0,11,11/01/11 00:00:00,Tea,Darjeeling,Regular
445.0,80.0,80.0,120.0,200.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
331.0,70.0,70.0,100.0,170.0,2,02/01/11 00:00:00,Coffee,Columbian,Regular
438.0,110.0,90.0,140.0,230.0,2,10/01/11 00:00:00,Coffee,Columbian,Regular
461.0,80.0,80.0,120.0,200.0,2,12/01/11 00:00:00,Coffee,Columbian,Regular
717.0,100.0,150.0,220.0,370.0,3,07/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
692.0,60.0,110.0,160.0,270.0,3,09/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
554.0,70.0,110.0,170.0,280.0,3,04/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
705.0,100.0,160.0,230.0,390.0,3,08/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
522.0,20.0,40.0,80.0,120.0,13,01/01/10 00:00:00,Tea,Green Tea,Regular
597.0,0.0,30.0,50.0,80.0,13,06/01/10 00:00:00,Tea,Green Tea,Regular
627.0,-10.0,40.0,50.0,90.0,13,12/01/10 00:00:00,Tea,Green Tea,Regular
506.0,10.0,40.0,60.0,100.0,13,03/01/11 00:00:00,Tea,Green Tea,Regular
622.0,0.0,30.0,40.0,70.0,13,07/01/11 00:00:00,Tea,Green Tea,Regular
301.0,20.0,50.0,60.0,110.0,5,03/01/11 00:00:00,Espresso,Caffe Mocha,Regular
338.0,20.0,50.0,70.0,120.0,5,05/01/11 00:00:00,Espresso,Caffe Mocha,Regular
377.0,20.0,50.0,70.0,120.0,5,06/01/11 00:00:00,Espresso,Caffe Mocha,Regular
403.0,20.0,50.0,70.0,120.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular
397.0,20.0,60.0,70.0,130.0,5,08/01/11 00:00:00,Espresso,Caffe Mocha,Regular
391.0,30.0,60.0,80.0,140.0,5,09/01/11 00:00:00,Espresso,Caffe Mocha,Regular
1081.0,70.0,80.0,100.0,180.0,6,07/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
1055.0,80.0,60.0,90.0,150.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
1079.0,60.0,70.0,100.0,170.0,6,12/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
1139.0,80.0,70.0,120.0,190.0,8,08/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
932.0,120.0,100.0,170.0,270.0,8,03/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
1119.0,130.0,90.0,160.0,250.0,8,10/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
777.0,50.0,20.0,50.0,70.0,9,01/01/10 00:00:00,Herbal Tea,Lemon,Decaf
768.0,50.0,20.0,50.0,70.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf
834.0,50.0,40.0,60.0,100.0,9,09/01/10 00:00:00,Herbal Tea,Lemon,Decaf
777.0,50.0,20.0,50.0,70.0,9,01/01/11 00:00:00,Herbal Tea,Lemon,Decaf
776.0,40.0,30.0,40.0,70.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
839.0,50.0,40.0,60.0,100.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf
400.0,50.0,40.0,80.0,120.0,11,01/01/10 00:00:00,Tea,Darjeeling,Regular
372.0,40.0,40.0,70.0,110.0,11,02/01/10 00:00:00,Tea,Darjeeling,Regular
371.0,30.0,30.0,50.0,80.0,11,06/01/10 00:00:00,Tea,Darjeeling,Regular
380.0,30.0,20.0,50.0,70.0,11,07/01/11 00:00:00,Tea,Darjeeling,Regular
410.0,30.0,20.0,50.0,70.0,12,05/01/10 00:00:00,Tea,Earl Grey,Regular
454.0,30.0,30.0,40.0,70.0,12,09/01/10 00:00:00,Tea,Earl Grey,Regular
449.0,30.0,20.0,30.0,50.0,12,10/01/10 00:00:00,Tea,Earl Grey,Regular
617.0,40.0,40.0,60.0,100.0,4,02/01/10 00:00:00,Espresso,Caffe Latte,Regular
577.0,30.0,30.0,40.0,70.0,4,09/01/11 00:00:00,Espresso,Caffe Latte,Regular
969.0,230.0,260.0,310.0,570.0,2,04/01/11 00:00:00,Coffee,Columbian,Regular
623.0,100.0,100.0,130.0,230.0,3,01/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
441.0,90.0,60.0,110.0,170.0,6,03/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
-1239.0,30.0,50.0,70.0,120.0,4,12/01/11 00:00:00,Espresso,Caffe Latte,Regular
798.0,100.0,90.0,140.0,230.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
500.0,70.0,80.0,110.0,190.0,3,01/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
717.0,60.0,110.0,180.0,290.0,5,07/01/10 00:00:00,Espresso,Caffe Mocha,Regular
575.0,70.0,80.0,110.0,190.0,6,12/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
573.0,20.0,0.0,20.0,20.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
864.0,50.0,40.0,70.0,110.0,11,06/01/10 00:00:00,Tea,Darjeeling,Regular
885.0,50.0,40.0,70.0,110.0,11,07/01/10 00:00:00,Tea,Darjeeling,Regular
608.0,60.0,50.0,80.0,130.0,2,04/01/10 00:00:00,Coffee,Columbian,Regular
587.0,80.0,80.0,110.0,190.0,2,08/01/10 00:00:00,Coffee,Columbian,Regular
551.0,100.0,90.0,130.0,220.0,2,12/01/10 00:00:00,Coffee,Columbian,Regular
618.0,50.0,50.0,70.0,120.0,2,02/01/11 00:00:00,Coffee,Columbian,Regular
613.0,50.0,50.0,70.0,120.0,2,03/01/11 00:00:00,Coffee,Columbian,Regular
597.0,50.0,50.0,70.0,120.0,2,06/01/11 00:00:00,Coffee,Columbian,Regular
817.0,50.0,40.0,60.0,100.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
813.0,40.0,40.0,50.0,90.0,3,03/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
820.0,50.0,30.0,60.0,90.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
835.0,40.0,30.0,50.0,80.0,3,05/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
856.0,30.0,30.0,40.0,70.0,3,06/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
868.0,40.0,20.0,50.0,70.0,3,07/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
865.0,30.0,20.0,40.0,60.0,3,08/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
813.0,40.0,40.0,50.0,90.0,3,03/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
859.0,60.0,30.0,60.0,90.0,3,10/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
456.0,40.0,20.0,40.0,60.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
464.0,30.0,10.0,30.0,40.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
480.0,30.0,0.0,30.0,30.0,5,10/01/10 00:00:00,Espresso,Caffe Mocha,Regular
454.0,30.0,10.0,30.0,40.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
651.0,70.0,70.0,110.0,180.0,6,01/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
640.0,70.0,60.0,110.0,170.0,6,02/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
697.0,80.0,80.0,120.0,200.0,6,05/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
810.0,100.0,90.0,150.0,240.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
788.0,60.0,50.0,80.0,130.0,6,10/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
817.0,60.0,60.0,110.0,170.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
651.0,70.0,70.0,110.0,180.0,6,01/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
640.0,70.0,60.0,110.0,170.0,6,02/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
653.0,80.0,70.0,120.0,190.0,6,04/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
822.0,100.0,90.0,150.0,240.0,6,07/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
798.0,80.0,80.0,130.0,210.0,6,09/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
788.0,60.0,50.0,80.0,130.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
403.0,30.0,50.0,80.0,130.0,8,07/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
385.0,50.0,40.0,70.0,110.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
403.0,20.0,60.0,70.0,130.0,8,12/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
338.0,20.0,50.0,70.0,120.0,8,05/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
403.0,20.0,60.0,70.0,130.0,8,12/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
541.0,40.0,80.0,130.0,210.0,9,02/01/10 00:00:00,Herbal Tea,Lemon,Decaf
532.0,30.0,90.0,130.0,220.0,9,03/01/10 00:00:00,Herbal Tea,Lemon,Decaf
554.0,30.0,90.0,130.0,220.0,9,04/01/10 00:00:00,Herbal Tea,Lemon,Decaf
717.0,60.0,110.0,180.0,290.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
683.0,40.0,80.0,120.0,200.0,9,10/01/10 00:00:00,Herbal Tea,Lemon,Decaf
551.0,30.0,70.0,110.0,180.0,9,01/01/11 00:00:00,Herbal Tea,Lemon,Decaf
541.0,40.0,80.0,130.0,210.0,9,02/01/11 00:00:00,Herbal Tea,Lemon,Decaf
717.0,60.0,110.0,180.0,290.0,9,07/01/11 00:00:00,Herbal Tea,Lemon,Decaf
705.0,60.0,120.0,190.0,310.0,9,08/01/11 00:00:00,Herbal Tea,Lemon,Decaf
692.0,40.0,80.0,130.0,210.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
694.0,20.0,80.0,120.0,200.0,9,11/01/11 00:00:00,Herbal Tea,Lemon,Decaf
500.0,70.0,70.0,100.0,170.0,4,01/01/10 00:00:00,Espresso,Caffe Latte,Regular
300.0,70.0,70.0,100.0,170.0,4,02/01/10 00:00:00,Espresso,Caffe Latte,Regular
94.0,80.0,70.0,110.0,180.0,4,03/01/10 00:00:00,Espresso,Caffe Latte,Regular
-1785.0,70.0,50.0,80.0,130.0,4,10/01/10 00:00:00,Espresso,Caffe Latte,Regular
500.0,70.0,70.0,100.0,170.0,4,01/01/11 00:00:00,Espresso,Caffe Latte,Regular
94.0,80.0,70.0,110.0,180.0,4,03/01/11 00:00:00,Espresso,Caffe Latte,Regular
-660.0,100.0,100.0,140.0,240.0,4,06/01/11 00:00:00,Espresso,Caffe Latte,Regular
-942.0,110.0,120.0,160.0,280.0,4,07/01/11 00:00:00,Espresso,Caffe Latte,Regular
-1785.0,70.0,50.0,80.0,130.0,4,10/01/11 00:00:00,Espresso,Caffe Latte,Regular
-2003.0,60.0,80.0,100.0,180.0,4,11/01/11 00:00:00,Espresso,Caffe Latte,Regular
788.0,90.0,60.0,110.0,170.0,2,10/01/10 00:00:00,Coffee,Columbian,Regular
817.0,80.0,70.0,120.0,190.0,2,12/01/11 00:00:00,Coffee,Columbian,Regular
842.0,70.0,60.0,90.0,150.0,13,06/01/10 00:00:00,Tea,Green Tea,Regular
423.0,60.0,70.0,100.0,170.0,6,02/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
575.0,70.0,80.0,110.0,190.0,6,12/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
391.0,10.0,40.0,40.0,80.0,9,11/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1063.0,50.0,60.0,80.0,140.0,10,09/01/10 00:00:00,Herbal Tea,Mint,Decaf
1079.0,30.0,60.0,60.0,120.0,10,12/01/11 00:00:00,Herbal Tea,Mint,Decaf
1288.0,-120.0,190.0,-40.0,150.0,3,03/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
943.0,60.0,150.0,220.0,370.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular
822.0,110.0,80.0,130.0,210.0,8,04/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
799.0,100.0,80.0,120.0,200.0,8,03/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
574.0,60.0,70.0,90.0,160.0,10,06/01/10 00:00:00,Herbal Tea,Mint,Decaf
613.0,60.0,70.0,90.0,160.0,10,02/01/11 00:00:00,Herbal Tea,Mint,Decaf
601.0,50.0,30.0,60.0,90.0,12,12/01/11 00:00:00,Tea,Earl Grey,Regular
965.0,220.0,260.0,300.0,560.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular
1321.0,240.0,280.0,340.0,620.0,2,12/01/11 00:00:00,Coffee,Columbian,Regular
930.0,100.0,90.0,130.0,220.0,5,11/01/10 00:00:00,Espresso,Caffe Mocha,Regular
766.0,100.0,80.0,120.0,200.0,5,02/01/11 00:00:00,Espresso,Caffe Mocha,Regular
756.0,90.0,70.0,110.0,180.0,5,03/01/11 00:00:00,Espresso,Caffe Mocha,Regular
456.0,60.0,40.0,70.0,110.0,6,01/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
562.0,90.0,80.0,110.0,190.0,6,06/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
414.0,30.0,30.0,60.0,90.0,9,06/01/10 00:00:00,Herbal Tea,Lemon,Decaf
419.0,50.0,30.0,60.0,90.0,9,10/01/10 00:00:00,Herbal Tea,Lemon,Decaf
-161.0,50.0,50.0,80.0,130.0,4,05/01/11 00:00:00,Espresso,Caffe Latte,Regular
558.0,360.0,60.0,400.0,460.0,2,01/01/10 00:00:00,Coffee,Columbian,Regular
-2572.0,460.0,50.0,490.0,540.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
558.0,360.0,60.0,400.0,460.0,2,01/01/11 00:00:00,Coffee,Columbian,Regular
464.0,20.0,20.0,30.0,50.0,13,05/01/10 00:00:00,Tea,Green Tea,Regular
478.0,20.0,10.0,30.0,40.0,13,06/01/10 00:00:00,Tea,Green Tea,Regular
480.0,30.0,20.0,30.0,50.0,13,10/01/10 00:00:00,Tea,Green Tea,Regular
491.0,0.0,50.0,60.0,110.0,5,05/01/10 00:00:00,Espresso,Caffe Mocha,Regular
491.0,0.0,50.0,60.0,110.0,5,05/01/11 00:00:00,Espresso,Caffe Mocha,Regular
560.0,20.0,30.0,70.0,100.0,5,07/01/11 00:00:00,Espresso,Caffe Mocha,Regular
361.0,20.0,40.0,50.0,90.0,9,05/01/11 00:00:00,Herbal Tea,Lemon,Decaf
868.0,30.0,20.0,40.0,60.0,11,07/01/10 00:00:00,Tea,Darjeeling,Regular
813.0,40.0,30.0,50.0,80.0,11,03/01/11 00:00:00,Tea,Darjeeling,Regular
868.0,30.0,20.0,40.0,60.0,11,07/01/11 00:00:00,Tea,Darjeeling,Regular
1292.0,100.0,130.0,150.0,280.0,7,08/01/10 00:00:00,Espresso,Regular Espresso,Regular
1245.0,100.0,140.0,150.0,290.0,7,06/01/11 00:00:00,Espresso,Regular Espresso,Regular
391.0,30.0,70.0,80.0,150.0,1,09/01/10 00:00:00,Coffee,Amaretto,Regular
338.0,20.0,60.0,70.0,130.0,1,05/01/11 00:00:00,Coffee,Amaretto,Regular
397.0,30.0,60.0,80.0,140.0,1,08/01/11 00:00:00,Coffee,Amaretto,Regular
385.0,50.0,40.0,80.0,120.0,1,10/01/11 00:00:00,Coffee,Amaretto,Regular
692.0,40.0,90.0,140.0,230.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
683.0,60.0,90.0,140.0,230.0,2,10/01/11 00:00:00,Coffee,Columbian,Regular
432.0,60.0,80.0,100.0,180.0,3,01/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
423.0,60.0,80.0,100.0,180.0,3,02/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
415.0,70.0,80.0,110.0,190.0,3,03/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
433.0,80.0,80.0,120.0,200.0,3,04/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
565.0,90.0,100.0,140.0,240.0,3,08/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
432.0,60.0,80.0,100.0,180.0,3,01/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
555.0,70.0,90.0,110.0,200.0,3,09/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
575.0,70.0,80.0,110.0,190.0,3,12/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
965.0,50.0,80.0,90.0,170.0,5,01/01/10 00:00:00,Espresso,Caffe Mocha,Regular
957.0,60.0,80.0,100.0,180.0,5,02/01/10 00:00:00,Espresso,Caffe Mocha,Regular
1063.0,80.0,90.0,120.0,210.0,5,09/01/10 00:00:00,Espresso,Caffe Mocha,Regular
950.0,60.0,80.0,100.0,180.0,5,03/01/11 00:00:00,Espresso,Caffe Mocha,Regular
593.0,50.0,50.0,70.0,120.0,6,06/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
329.0,80.0,40.0,80.0,120.0,8,10/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
342.0,50.0,40.0,70.0,110.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
371.0,50.0,40.0,70.0,110.0,8,06/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
366.0,50.0,40.0,70.0,110.0,8,08/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
857.0,60.0,40.0,70.0,110.0,9,09/01/11 00:00:00,Herbal Tea,Lemon,Decaf
376.0,40.0,40.0,70.0,110.0,11,03/01/10 00:00:00,Tea,Darjeeling,Regular
513.0,10.0,50.0,80.0,130.0,12,02/01/10 00:00:00,Tea,Earl Grey,Regular
521.0,10.0,50.0,80.0,130.0,12,04/01/10 00:00:00,Tea,Earl Grey,Regular
597.0,10.0,40.0,70.0,110.0,12,06/01/11 00:00:00,Tea,Earl Grey,Regular
2067.0,360.0,320.0,480.0,800.0,2,02/01/10 00:00:00,Coffee,Columbian,Regular
2393.0,-140.0,250.0,-40.0,210.0,3,06/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
541.0,50.0,40.0,80.0,120.0,13,03/01/10 00:00:00,Tea,Green Tea,Regular
559.0,40.0,40.0,70.0,110.0,13,04/01/10 00:00:00,Tea,Green Tea,Regular
668.0,20.0,30.0,50.0,80.0,13,07/01/10 00:00:00,Tea,Green Tea,Regular
729.0,30.0,120.0,160.0,280.0,5,04/01/11 00:00:00,Espresso,Caffe Mocha,Regular
1316.0,220.0,240.0,320.0,560.0,6,04/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
1662.0,240.0,230.0,320.0,550.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
822.0,110.0,80.0,130.0,210.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
1321.0,170.0,220.0,260.0,480.0,9,12/01/10 00:00:00,Herbal Tea,Lemon,Decaf
969.0,170.0,170.0,230.0,400.0,9,04/01/11 00:00:00,Herbal Tea,Lemon,Decaf
1213.0,190.0,200.0,260.0,460.0,9,06/01/11 00:00:00,Herbal Tea,Lemon,Decaf
756.0,80.0,50.0,90.0,140.0,11,03/01/10 00:00:00,Tea,Darjeeling,Regular
562.0,80.0,60.0,90.0,150.0,12,06/01/10 00:00:00,Tea,Earl Grey,Regular
1559.0,180.0,240.0,260.0,500.0,4,05/01/10 00:00:00,Espresso,Caffe Latte,Regular
1464.0,150.0,220.0,230.0,450.0,4,04/01/11 00:00:00,Espresso,Caffe Latte,Regular
606.0,40.0,70.0,90.0,160.0,2,08/01/10 00:00:00,Coffee,Columbian,Regular
1064.0,30.0,50.0,60.0,110.0,3,08/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
1060.0,40.0,60.0,80.0,140.0,3,11/01/11 00:00:00,Coffee,Decaf Irish Cream,Decaf
197.0,0.0,20.0,40.0,60.0,13,01/01/10 00:00:00,Tea,Green Tea,Regular
248.0,0.0,30.0,40.0,70.0,13,08/01/10 00:00:00,Tea,Green Tea,Regular
252.0,0.0,30.0,40.0,70.0,13,07/01/11 00:00:00,Tea,Green Tea,Regular
841.0,50.0,30.0,60.0,90.0,6,08/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
837.0,50.0,30.0,60.0,90.0,6,09/01/10 00:00:00,Espresso,Decaf Espresso,Decaf
833.0,80.0,30.0,80.0,110.0,6,10/01/11 00:00:00,Espresso,Decaf Espresso,Decaf
282.0,10.0,30.0,60.0,90.0,8,05/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
335.0,0.0,40.0,60.0,100.0,8,12/01/10 00:00:00,Herbal Tea,Chamomile,Decaf
251.0,10.0,30.0,60.0,90.0,8,03/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
261.0,10.0,30.0,60.0,90.0,8,04/01/11 00:00:00,Herbal Tea,Chamomile,Decaf
625.0,-20.0,70.0,10.0,80.0,9,02/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1334.0,0.0,100.0,40.0,140.0,9,07/01/10 00:00:00,Herbal Tea,Lemon,Decaf
1698.0,10.0,60.0,20.0,80.0,9,10/01/11 00:00:00,Herbal Tea,Lemon,Decaf
1898.0,20.0,80.0,60.0,140.0,9,12/01/11 00:00:00,Herbal Tea,Lemon,Decaf
187.0,10.0,30.0,40.0,70.0,11,03/01/10 00:00:00,Tea,Darjeeling,Regular
248.0,10.0,20.0,40.0,60.0,11,11/01/10 00:00:00,Tea,Darjeeling,Regular
191.0,10.0,30.0,40.0,70.0,11,02/01/11 00:00:00,Tea,Darjeeling,Regular
195.0,10.0,30.0,40.0,70.0,11,04/01/11 00:00:00,Tea,Darjeeling,Regular
212.0,20.0,30.0,50.0,80.0,11,05/01/11 00:00:00,Tea,Darjeeling,Regular
162.0,0.0,20.0,40.0,60.0,12,03/01/10 00:00:00,Tea,Earl Grey,Regular
209.0,0.0,10.0,20.0,30.0,12,10/01/10 00:00:00,Tea,Earl Grey,Regular
169.0,-10.0,20.0,30.0,50.0,12,04/01/11 00:00:00,Tea,Earl Grey,Regular
182.0,0.0,20.0,40.0,60.0,12,05/01/11 00:00:00,Tea,Earl Grey,Regular
415.0,40.0,40.0,70.0,110.0,1,08/01/11 00:00:00,Coffee,Amaretto,Regular
424.0,40.0,40.0,70.0,110.0,2,09/01/10 00:00:00,Coffee,Columbian,Regular
521.0,10.0,40.0,70.0,110.0,3,12/01/10 00:00:00,Coffee,Decaf Irish Cream,Decaf
1245.0,120.0,170.0,180.0,350.0,5,06/01/10 00:00:00,Espresso,Caffe Mocha,Regular
